Followers,Average_Likes,Average_Comments,Average_Engagement_Rate,Engagement_Rate_(60_Days),Posting_frequency_(last_60_days),Posts_(image),Posts_(videos),Posts_(carousel),Average_Hashtags_/_Post_(60_Days),Hashtags_(dictionary),Hashtags_Count,Hashtags_Sum
793270,21439.14,20.1,2.7052,2.7184,13,0,11,2,2.615,"{'lifesgood': 13, 'betterlifeforall': 4, 'easytoreadbook': 2, 'smartlifesolution': 3, 'lgdoohads': 1, 'halloween': 1, 'sweetsurprises': 1, 'heatpump': 1, 'bestglobalbrands': 1, 'bgb2024': 1, 'lifezip': 1, 'lgai': 1, 'affectionateintelligence': 1, 'lgwhisen': 1, 'sustainability': 1, 'lgstreamingweek': 1}",16.0,34.0
603885,38817.99,134.18,6.4503,3.065,7,0,6,1,6.0,"{'baking': 7, 'dessert': 4, 'bake': 1, 'bakersofinstagram': 5, 'dessertsofinstagram': 4, 'cake': 1, 'cookies': 2, 'pie': 2, 'bread': 4, 'pumpkinpie': 1, 'applepie': 1, 'pecanpie': 1, 'thanksgiving': 1, 'cinnamonbuns': 1, 'cinnamonrolls': 1, 'dessertcourse': 1, 'cookie': 1, 'chocolatechipcookies': 1, 'breadmaking': 1, 'cinnamon': 1, 'breadbaking': 1}",21.0,42.0
531783,38118.29,522.31,7.2662,1.0334,21,0,21,0,1.0,"{'reels': 20, 'reel': 1}",2.0,21.0
245751,2390.91,41.35,0.9897,1.3217,43,4,32,7,9.419,"{'flow': 36, 'jrock': 36, 'japanesemusic': 36, 'japaneseband': 36, 'animemusic': 36, 'naruto': 10, 'codegeass': 10, 'dragonball': 10, 'durarara': 10, 'talesof': 10, 'flowanimeshibari': 27, 'anime': 26, 'jpop': 26, 'jmusic': 26, 'flow_japan': 26, '???': 2, 'abudhabi': 1, 'animenia': 1, 'animeniaad': 3, 'inabudhabi': 3, 'visitabudhabi': 3, 'bragworld': 3, 'manaratalsaadiyat': 3, 'saadiyatisland': 3, '???????_??????': 2, '??_??????': 3, 'nicetomeatyou': 1, 'otakon': 2, 'takaorock': 2, 'crossingstage': 1, 'portland': 2, 'jibunwo': 1, 'london': 2, 'paris': 2, 'barcelona': 1, 'münchen': 1, 'zürich': 1}",37.0,404.0
761085,24337.3,160.83,3.2188,2.4735,29,0,29,0,10.517,"{'maine': 28, 'lobster': 28, 'sustainable': 27, 'forthefuture': 26, 'commercialfishing': 27, 'seafood': 27, 'interesting': 25, 'didyouknow': 25, 'education': 25, 'learn': 26, 'boat': 2, 'saving': 4, 'helping': 1, 'lukeslobster': 1, 'repair': 1, 'eel': 5, 'strengthtest': 3, 'aquarium': 4, 'bird': 1, 'slimeeels': 4, 'fishing': 5, 'oceandepth': 4, 'catchandcook': 1, 'rootbeer': 1, 'crab': 2, 'prank': 1, 'educate': 1}",27.0,305.0
160258,11888.64,210.0,7.5495,15.641,1,0,0,1,0.0,{},0.0,0.0
702890,9442.65,124.9,1.3612,1.9338,58,3,54,1,3.0,"{'fish': 28, 'goldfish': 19, 'aquarium': 19, 'ranchu': 12, 'gym': 1, 'flake': 1, 'feed': 1, 'molding': 1, 'kitchen': 3, 'diy': 7, 'superglue': 1, 'tubes': 1, 'friction': 1, 'hmmfish': 1, 'elections': 1, 'uspresidentalelection': 1, 'trump': 1, 'harris': 1, 'orchidmix': 1, 'goldfishelectionprediction': 1, 'election': 1, '2024': 1, 'president': 1, 'florida': 1, 'turtle': 2, 'bowser': 1, 'snapper': 2, 'cabinets': 1, 'renovation': 2, 'green': 1, 'kitchenrenovation': 1, 'shipping': 1, 'pepper': 1, 'rockygoldfish': 1, 'sushi': 1, 'ceiling': 1, 'panel': 1, 'dropceiling': 2, 'homerenovation': 1, 'fall': 1, 'autumn': 1, 'newenglandfall': 1, 'chilipepper': 1, 'aquaponics': 1, 'hydroponics': 1, 'basementrenovation': 2, 'construction': 2, 'salmon': 1, 'basement': 1, 'flooring': 1, 'junk': 1, 'dumpster': 2, 'garbage': 1, 'wall': 2, 'retainingwall': 1, 'erosionbarrier': 1, 'demolition': 1, 'pearlscale': 1, 'turtles': 1, 'fishbasement': 1, 'california': 1, 'napavalley': 1, 'lildumpy': 1, 'dumpy': 1, 'plushy': 1, 'utah': 1, 'saltflats': 1, 'salt': 2, 'bonvillesaltflats': 1, 'pinklemonade': 1, 'pink': 1, 'saltlakecity': 1, 'greatsaltlake': 1, 'pinksaltlake': 1, 'snake': 1, 'aqueon': 2, 'married': 1, 'vegas': 1, 'lasvegas': 1, 'filter': 1, 'uncledan': 1, 'painting': 1}",82.0,174.0
188884,18228.29,193.45,9.7529,15.8039,1,0,0,1,0.0,{},0.0,0.0
1033138,348532.61,376.72,33.7718,25.2409,4,0,2,2,5.0,"{'minecraft': 4, 'clay': 2, 'minecraftart': 1, 'handmade': 1, 'diycrafts': 1, 'clayart': 3, 'miniature': 3, 'resinart': 1, 'craft': 1, 'crafting': 1, 'minecraftbuilds': 1, '???????': 1}",12.0,20.0
465500,31836.1,261.06,6.8952,3.222,54,0,54,0,0.0,{},0.0,0.0
216814,17645.8,312.34,8.2827,13.5066,6,0,5,1,0.5,"{'kcx4': 1, 'collaborationcommerciale': 1, 'kcorp': 1}",3.0,3.0
137038,23452.57,330.49,17.3551,37.9581,1,0,0,1,0.0,{},0.0,0.0
104815,18255.58,207.74,17.6152,23.7132,1,0,1,0,0.0,{},0.0,0.0
504985,9837.44,84.89,1.9649,5.0791,19,0,17,2,5.053,"{'travelbook': 1, 'travelguide': 2, 'book': 1, 'author': 2, 'adventurebook': 2, 'adventurer': 2, 'adventure': 15, 'challenge': 1, 'travel': 3, 'abandonedplaces': 10, 'outdoors': 5, 'googleearth': 7, 'exploring': 6, 'hikingadventures': 3, 'hiking': 6, 'urbex': 2, 'abandonedworld': 2, 'creepy': 1, 'ruins': 3, 'ad': 2, 'skyscanner': 1, 'castle': 1, 'nature': 2, 'ancientruins': 1, 'abandoned': 1, 'bikepacking': 2, 'hikingadventure': 1, 'faroeislands': 1, 'outdoor': 1, 'dinosaur': 1, 'adventuretravel': 2, 'waterfountain': 1, 'travelvlog': 1, 'kathmanduoutdoor': 1, 'outthere': 1, 'doallyoucansummer': 1, 'waterfall': 1}",37.0,96.0
941747,35088.81,180.83,3.7451,5.7876,23,0,23,0,7.0,"{'latino': 23, 'bilingual': 23, 'spanglish': 23, 'spanglishtiktok': 23, 'mexicanmemes': 23, 'mexican': 23, 'mexicantiktok': 23}",7.0,161.0
148133,4138.46,104.34,2.8642,3.307,12,1,6,5,5.5,"{'bmwmmotorsport': 3, 'wec': 1, 'iqoo': 16, 'iquestonandon': 10, 'monsterinside': 10, 'iqoo13': 6, 'performancethatshines': 3, 'snapdragon8elite': 1, 'qualcomn': 1, 'iqooz9': 2, 'fullyloaded': 1, 'snapdragon': 1, 'iqoo_arabia': 1, 'iqoohowto': 2, 'iqoo12': 3, 'callforiqoo': 1, 'worldtourismday': 1, 'travel': 1, '15': 1, '20': 1}",20.0,66.0
548858,10541.58,110.83,1.9408,4.1399,38,4,30,4,4.079,"{'fyp': 20, 'dinner': 21, 'crockpot': 1, 'danosseasoning': 6, 'danospartner': 6, 'coloradocraftbeef': 1, 'hostingseason': 1, 'thanksgiving': 1, 'breakfast': 2, 'firefighter': 16, 'hungryjack': 2, 'pancakes': 2, 'whataburger': 1, 'ad': 1, 'ofcourse': 1, 'spaghetti': 1, 'dollarjerkyclub': 6, 'chicken': 2, 'georgesbbqsauce': 3, 'grabageorges': 3, 'grillagrills': 6, 'bacon': 1, 'beef': 4, 'coloradobeef': 2, 'gamedayflavors': 3, 'grillagrillsprimate': 1, 'gamedaygrub': 2, 'chickenwings': 1, 'airfryer': 1, 'williamsseasonings': 1, 'ems': 1, 'sunday': 1, 'gamedaygrubs': 1, 'swiftmeats': 3, 'tailgate': 2, 'oldcountrybbqpits': 1, 'meatloaf': 1, 'beefjerky': 2, 'giveaway': 2, 'makeitextraordinary': 1, 'defytheordinary': 1, 'nexgrill': 1, 'tacos': 1, 'doritos': 1, 'steak': 2, 'holywater': 1, 'potatoes': 1, 'alfredo': 1, 'jambalaya': 1, 'foodhacks': 1, 'brightleafhotdogs': 1, 'sheperdspie': 1, 'sponsoredbysteakumm': 1, 'steakummpartner': 1, 'dinnerrecipes': 1, 'steakumm': 1, 'dinnerideas': 1, 'pastasalad': 1, 'sidedish': 1, 'pulltimecrew': 1}",60.0,155.0
892015,17117.47,93.06,1.9294,8.0462,29,6,21,2,0.214,"{'pcgaming': 3, 'sparkingzero': 1, 'gtaiv': 1, 'rdr2': 1}",4.0,6.0
681926,3545.91,69.55,0.5302,0.522,4,3,1,0,2.75,"{'vivo': 4, 'zeissimagegofar': 3, 'vivox200series': 3, 'newbeginnings': 1}",4.0,11.0
754419,4678.32,79.81,0.6307,0.5135,19,1,12,6,7.158,"{'mitsubishiasx': 3, 'urbansuv': 1, 'reliablerides': 1, 'mitsubishimotors': 18, 'driveyourambition': 18, 'mitsubishidstconcept': 3, 'suv': 11, 'conceptcar': 3, 'pims': 3, 'ralliart': 2, 'teammitsubishiralliart': 2, 'asiacrosscountryrally': 2, 'axcr2024': 2, 'rallycar': 2, 'motorsport': 2, 'rally': 2, 'offroad': 2, '4x4': 2, 'triton': 5, 'outlanderphev': 1, 'pluginhybridev': 1, 'dynamicsoundyamahaultimate': 1, 'automotivesoundsystem': 1, 'caraudio': 1, 'halloween': 1, 'challengeaccepted': 2, 'mitsubishitriton': 4, 'mitsubishil200': 4, 'l200': 3, 'pickuptruck': 2, 'pickup': 2, '4wd': 2, '4x4trucks': 2, 'mitsubishixforce': 2, 'xforce': 2, 'compactsuv': 2, 'asmr': 2, 'mitsubishioutlanderphev': 2, 'phev': 3, 'sawc': 3, 'with_mitsubishi_motors': 1, 'mitsubishistrada': 1, 'carwash': 1, 'worldtourismday': 1, 'tourism': 1, 'mitsubishieclipsecrossphev': 1, 'rightchoice': 1, 'stylishride': 1, 'advancedfeatures': 1}",49.0,136.0
209838,11579.48,87.92,5.5602,2.8045,50,1,49,0,29.4,"{'art': 49, 'sketch': 49, 'artist': 49, 'tutorial': 49, 'drawingtutorial': 98, 'doodle': 49, 'drawing': 49, 'sketchbook': 49, 'practice': 49, 'howto': 49, 'drawingtutorials': 49, 'arttutorial': 49, 'howtodraw': 49, 'howtodrawanime': 49, 'drawingtips': 49, 'arttips': 49, 'arttipsandtricks': 49, 'artpractice': 49, 'artstudy': 49, 'drawingpractice': 49, 'drawingthehead': 49, 'drawingthebody': 49, 'drawingthehands': 49, 'tips': 49, 'arthacks': 49, 'anime': 49, 'animeart': 49, 'anatomy': 49, 'anatomystudy': 49}",29.0,1470.0
100121,9198.08,183.32,9.3701,19.2822,23,0,23,0,4.913,"{'reels': 23, 'ngobrolinkota': 19, 'tangerang': 3, 'jakarta': 14, 'riding': 1, 'kai': 1, 'nostalgia': 1, 'sejarah': 1, 'jakartabarat': 1, 'banten': 3, 'bandara': 1, 'puncak': 2, 'bogor': 4, 'monumen': 1, 'jakartautara': 6, 'batavia': 1, 'kastil': 1, 'kabupatentangerang': 1, 'dkijakarta': 4, 'mangrove': 1, 'kosambi': 1, 'ngibrolinkota': 2, 'jawabarat': 2, 'tips': 1, 'gbk': 1, 'jakartaselatan': 1, 'hiddengem': 1, 'pulauseribu': 3, 'cianjur': 1, 'advancebooking': 1, 'tepatwaktu': 1, 'bandung': 1, 'tni': 1, 'jakartapusat': 2, 'trowongansillaturrahmi': 1, 'masjidistiqlal': 1, 'katerdral': 1, 'cfd': 1, 'sarcasmfragance': 1}",39.0,113.0
923530,7538.66,30.83,0.8196,0.6726,59,0,0,59,6.78,"{'cardio': 11, 'cardioworkout': 11, 'cardiohiit': 9, 'hiitcardio': 9, 'hiitcardioworkout': 3, 'hiit': 20, 'hiitworkout': 18, 'cardiotraining': 4, 'chestday': 1, 'shoulders': 1, 'shouldersworkout': 1, 'chestworkout': 2, 'upperbody': 5, 'upperbodyworkout': 5, 'bodyweight': 20, 'bodyweightworkout': 20, 'bodyweightexercises': 19, 'core': 13, 'strength': 4, 'upperbodystrength': 2, 'upperbodyday': 1, 'pushups': 1, 'pushupseveryday': 1, 'abs': 11, 'absworkout': 11, 'abexercises': 8, 'sixpack': 3, 'sixpackabs': 10, 'sixpackworkout': 6, 'coreworkout': 12, 'corestrength': 7, 'coretraining': 5, 'strengthtraining': 13, 'strengthandconditioning': 3, 'weights': 10, 'weighttraining': 8, 'dumbbells': 11, 'dumbbellworkout': 5, 'athomeworkouts': 2, 'cardioworkouts': 4, 'hiitworkouts': 5, 'hiittraining': 1, 'bodyweighttraining': 9, 'fullbody': 10, 'fullbodyworkout': 11, 'fullbodyworkouts': 2, 'dumbbellsworkout': 4, 'abworkout': 7, 'beginners': 2, 'beginnersworkout': 2, 'lowimpactmovement': 4, 'lowimpact': 4, 'lowimpactworkout': 2, 'noequipment': 3, 'noequipmentworkout': 2, 'calisthenics': 2, 'pushup': 2, 'lowerbodyworkout': 2, 'lowerbody': 2, 'legday': 2, 'legworkout': 2, 'legs': 2, 'legsfordays': 2, 'dumbbell': 1, 'legdayworkout': 1, 'chest': 1, 'arms': 1, 'mobility': 1, 'mobilitytraining': 1}",69.0,400.0
652413,175808.12,384.12,27.0062,14.2919,57,5,50,2,0.0,{},0.0,0.0
1016657,37850.71,329.6,3.7555,4.9451,22,3,16,3,0.364,"{'twitchcon': 5, 'hyphonix': 1, 'xqc': 1, 'tyler1': 1}",4.0,8.0
207538,6597.81,72.42,3.214,4.4477,27,0,27,0,1.444,"{'ajibbandengkaleng': 1, 'ayambesengek': 1, 'lezzasantan': 1, 'sateayam': 1, 'lontongsayur': 1, 'minumansegar': 1, 'rendang': 1, 'healthyrepublic': 1, 'dryrub': 1, 'bumburendang': 1, 'mieayam': 1, 'fibercreme': 1, 'pahlawanserat': 1, 'enakbisasehat': 1, 'jagakolesterol': 1, 'tahugejrot': 1, 'pangsitkuah': 1, 'cemilan': 1, 'ketoprak': 1, 'batagor': 1, 'resepbatagor': 1, 'masakanrumah': 1, 'masakpraktis': 1, 'idemasak': 1, 'resepcemilan': 1, 'cemilansimple': 1, 'ramen': 1, 'kantanrecipe': 1, 'kantanramen': 1, 'seenakracikansendiri': 1, 'tomyum': 1, 'reseptomyum': 1, 'benetaseries': 1, 'roschelhome': 1, 'mitoinaja': 1, 'blendermito': 1, 'blenderbl111': 1, 'blendercantik': 1, 'resepsambal': 1}",39.0,39.0
173313,3530.33,26.48,2.0522,4.3084,24,19,3,2,0.0,{},0.0,0.0
268059,12016.96,57.72,4.5045,2.8762,9,9,0,0,12.111,"{'2pac': 4, 'tupacshakur': 4, '2pacquotes': 1, 'tupacedits': 1, '2pacalive': 2, '2pacvideos': 2, '2pacforever': 3, 'tupac': 4, 'tupacforever': 2, 'oldschoolhiphop': 4, 'hiphop': 2, 'hiphopmusic': 3, 'music': 2, 'musicvideo': 1, 'tupacquotes': 1, 'tupacvideos': 1, '2pacedits': 1, '2pacteam': 1, 'hiphopculture': 3, 'rap': 2, 'makaveli': 1, 'explorepage': 1, '90shiphop': 1, '90srap': 1, 'westcoasthiphop': 1, 'hiphoplegends': 1, 'vintagehiphop': 1, 'deathrowrecords': 1, 'eazye': 2, 'riptupac': 1, 'makavelimotivation': 1, 'newyorkhiphop': 1, 'hiphopgod': 1, 'classichiphop': 1, 'hiphop90s': 1, 'meagainsttheworld': 1, 'makavelithadon': 2, 'hiphop50': 1, 'snoopdogg': 2, '50yearsofhiphop': 1, 'hiphopreels': 1, 'tupacamarushakur': 1, 'hiphoplegend': 1, 'icecube': 2, 'icecubeedits': 1, 'icecubequotes': 2, 'icecubefriday': 1, 'nwa': 2, 'eminem': 2, 'eminemedits': 2, 'eminemquotes': 1, 'eminemmemes': 1, 'eminemvideos': 1, 'slimshady': 1, 'slimshadybday': 1, 'eminembday': 1, 'bday': 1, 'hippop': 1, '90s': 1, 'warreng': 1, 'straighouttacompton': 1, 'hippopculture': 1, 'oldschoolrap': 1, 'oldschoolhippop': 1, 'oldschool': 1, 'drdre': 2, 'natedogg': 1, 'enimem': 1, 'notoriousbig': 1, 'thadoggpound': 1, '90shippop': 1, 'westcoast': 1, 'eastcoast': 1, 'compton': 1, 'westcoasthippop': 1, 'gfunk': 1}",76.0,109.0
469440,29846.23,103.6,6.3799,6.1058,18,0,3,15,1.722,"{'adatminang': 1, 'pesonasuntiang': 1, 'kebayaminang': 1, 'sewakebaya': 1, 'kebayapengantin': 1, 'sewabajupengantin': 1, 'bajupengantinbogor': 1, 'muamedan': 1, 'lesmakeupmedan': 1, 'privateclassmedan': 1, 'kursusmakeupmedan': 1, 'makeupclassmedan': 1, 'makeupwedding': 1, 'makeupweddingjakarta': 1, 'makeuppengantintangerang': 2, 'makeuppengantinjakarta': 1, 'makeuppengantin': 1, 'makeupakadnikah': 1, 'makeupmedan': 1, 'medan': 1, 'jakarta': 1, 'makeupiakarta': 1, 'makeuptangerang': 1, 'muajakarta': 1, 'lesmakeup': 1, 'lesmakeuptangerang': 1, 'lesmakeupjakarta': 1, 'kursusmakeuptangerang': 1, 'kursusmakeupjakarta': 1, 'muahits': 1}",30.0,31.0
210815,4983.39,66.78,2.3955,3.077,124,0,124,0,4.081,"{'fyp': 115, 'pengikut': 113, 'sorotan': 121, 'lewatberanda': 122, 'trending': 31, 'fypppp': 2, 'pesonahijab': 2}",7.0,506.0
401584,10137.65,13.32,2.5277,1.6625,31,31,0,0,15.484,"{'character': 30, 'art': 30, 'illustration': 30, 'drawing': 30, 'draw': 30, 'sketch': 30, 'taco1704': 30, '??????': 30, '?????????': 30, '??': 30, '????': 30, '???': 30}",12.0,360.0
110148,11175.28,180.33,10.3094,10.2531,16,0,14,2,6.063,"{'efootball': 1, 'konami': 1, 'windahbasudaracup': 1, 'indonesianfootballeleague': 1, 'football': 12, 'dfb': 1, 'fcbayern': 11, 'euro': 1, 'euro2024': 2, 'fyp?': 13, 'xyzbca': 13, 'jamalmusiala': 1, 'musiala': 1, 'miasanmia': 9, 'ribery': 1, 'lewandowski': 1, 'ballondor': 1, 'fcbarcelona': 5, 'viscabarca': 3, 'ucl': 5, 'blokecore': 1, 'adidas': 1, 'philipsmassageid': 1, 'philipsmassagegun': 1, 'philips7323': 1, 'massagegun': 1, 'alatpijat': 1, 'realmadrid': 1, 'halamadrid': 1, 'jersey': 1, 'jerseyoriginal': 1, 'iniesta': 1, 'rakitic': 1}",33.0,97.0
184308,77305.54,123.08,42.0105,8.2525,26,1,24,1,7.423,"{'catoftheday': 26, 'orangecatsofinstagram': 26, 'orangecatbehavior': 26, 'kitten': 26, 'cardboardcat': 25, 'asmr': 21, 'orangecat': 21, 'catsofig': 21, 'shrek': 1}",9.0,193.0
916206,15997.03,133.2,1.7605,11.3509,48,14,28,6,0.25,"{'abecia': 1, 'wekidi': 1, 'honorofkings': 1, 'jujutsukaisen': 1, 'hokxjjk': 1, 'shopeepaygratistransfer': 1, 'shopeepay': 1, 'realme13plus5g': 1, 'performancebeyondlimits': 1, 'indobeyondlimits': 1, 'bijakbersuara': 1, 'gengmikirdulu': 1}",12.0,12.0
206311,2464.2,19.66,1.2039,3.4352,23,0,23,0,4.435,"{'kwetiaukuahsapi': 1, 'kwetiausapi': 1, 'kwetiausiram': 1, 'kwetiaukuah': 1, 'mamabrinsrecipe': 17, 'masakdongwithmamabrins': 11, 'ayamgorengbasah': 1, 'sasasambal': 2, 'sambalterasi': 2, 'kecapmanisindofood': 1, 'muanisgurih': 1, 'diolahalami120hari': 1, 'dagingbanget': 1, 'flowersausage': 1, 'smokedflowersausage': 1, 'ayamgorengterasidaunjeruk': 1, 'ayamkecombrang': 1, 'ayamsuwir': 1, 'menudiet': 1, 'ayamkukus': 1, 'mb_ayamkecombrang': 1, 'ayambakarpadang': 1, 'philipsairfryer': 1, 'makintahunmakinhot': 1, 'bestwokhothits': 1, 'pilihyangbestaja': 1, 'cumiasinsambalijo': 1, 'sambalcumi': 1, 'mb_cumiasinsambalijo': 1, 'potatogratin': 1, 'bakedpotato': 1, 'olahankentang': 1, 'thaibasilchicken': 1, 'mb_thaibasilchicken': 1, 'sambalpecel': 1, 'sambelpecel': 1, 'pecelmadiun': 1, 'mb_sambalpecelmadiun': 1, 'misosoup': 1, 'miso': 1, 'supmiso': 1, 'supjepang': 1, 'suphokben': 1, 'terongchilipadi': 1, 'chilipadi': 1, 'mb_terongchilipadi': 1, 'tahubakso': 1, 'pangsitkuah': 1, 'pentolkriwil': 1, 'adonanbakso': 1, 'mb_adonanbakso': 1, 'risolsultan': 1, 'risolwagyu': 1, 'risolwagyutruffle': 1, 'mb_risolsultan': 1, 'udahmantepmakinmantep': 1, 'sambaltempong': 1, 'seenakracikansendiri': 1, 'raciksayurlodeh': 1, 'racikikangoreng': 1, 'bakmigodog': 1, 'mirebus': 1, 'bakmijawa': 1, 'mb_bakmigodog': 1, 'ayamrempah': 1, 'sambaldower': 1, 'mb_ayamrempahsambaldower': 1, 'ayamkecappedas': 1, 'pahaayamkecappedas': 1, 'mb_pahaayamkecappedas': 1, 'empalgoreng': 1, 'empal': 1, 'empaldaging': 1, 'mb_empaldaging': 1}",74.0,102.0
150475,2219.32,49.51,1.5078,1.2239,62,1,61,0,0.0,{},0.0,0.0
303578,16628.36,66.65,5.4994,4.5332,81,2,66,13,0.222,"{'belidospicesdapetmotor': 1, 'satubumbudietjadimudah': 3, 'dospices': 3, 'dospiceshalal': 3, 'rendahkalori': 3, 'rendahgaram': 3, 'dryrub': 2}",7.0,18.0
540170,36185.62,541.88,6.7992,24.6438,12,0,11,1,0.417,"{'gakgitugituaja': 1, 'semuanyasemaunya': 1, 'maapmaapnih': 1, 'lazada1111id': 1, 'truebluesky': 1}",5.0,5.0
1031145,349444.07,2077.04,34.0904,9.8423,5,1,3,1,0.0,{},0.0,0.0
376810,29865.05,91.04,7.9499,6.1811,307,155,104,48,5.489,"{'neymar': 306, 'neymarjr': 306, 'raphinha': 1, 'selecaobrasileira': 12, 'brasil': 14, 'mavie': 125, 'amor': 114, 'love': 123, 'baby': 72, 'cute': 40, 'fofo': 8, 'explore': 100, 'marcosleonardo': 2, 'brunabiancardi': 85, 'casal': 16, 'familia': 18, 'paiefilha': 35, 'family': 29, 'narikohairstyle': 1, 'meme': 1, 'alhilal': 114, 'skills': 10, 'nevou': 1, 'neyday': 3, 'santosfc': 5, 'moments': 33, 'wta': 1, 'tennis': 4, 'vinijr': 1, 'boladeouro': 1, 'maeefilha': 3, 'moment': 3, 'fcbarcelona': 7, 'goat': 7, 'aura': 6, 'estevão': 1, 'palmeiras': 1, 'isback': 1, 'football': 1, 'thekingisback': 1, 'reference': 2, 'referencia': 1, 'fofa': 1, 'rafaelnadal': 1, 'boxe': 1, 'box': 1, 'diadascrianças': 2, 'brazil': 4, 'viscabarca': 5, 'championsleague': 6, 'laliga': 4, 'brazilian': 1, 'tenis': 1, 'casais': 1, 'davilucca': 2, 'irmaos': 1, 'amordeirmaos': 1, 'paiefilho': 1, 'happybirthday': 1, 'aniversario': 1, 'helena': 1, 'leomessi': 3, 'leomessi10': 2, 'luissuarez': 1, 'luissuárez': 1, 'futebolbrasileiro': 4, 'neymessi': 2, 'ganso': 1, 'brasileirao': 1, 'robertocarlos': 1, 'corinthians': 2, 'meninoney': 2, 'futebol': 3, 'emotional': 1, 'cancer': 1, 'jesus': 1, 'cristão': 1, 'altinha': 1, 'lionelmessi': 1, 'realmadrid': 1, 'elclasico': 1, 'worldcup': 1, 'r9': 1, 'ronaldofenomeno': 1}",84.0,1685.0
